Fecha, Departamento, Cuenca, Hidroelectrica, Caudal, Anomalia_Hidrica
20150312, Tumbes , Tumbes, El Tigre, 104.9, -64
20150312, Piura , Chira-Piura, El Ciruelo, 99.3, -58
20150312, Piura , Calvas-Maca, Pte. Interna, 37.0, -50
20150312, Piura , Piura, Sanchez, -, -
20150312, Piura , Piura, Pte. Nacara, 2.4, -98
20150312, La Libertad , Jequetepeque, Yonan, 41.3, -45
20150312, Lambayeque , Chan. Lamb., Racarumi, 52.5, -18
20150312, Lima , Cha. Huaral, Sto. Domingo, -, -
20150312, Lima , Chillon, Obrajillo, 11.6, -2
20150312, Lima , Rimac, Chosica, 44.9, -31
20150312, Lima , Mala, La Capilla, 43.8, -38
20150312, Lima , Canete, Socsi, -, -
20150312, Ica , Ica, Los Molinos, 20.4, -38
20150312, Arequipa , Ocona, Pte. Ocona, 246.4, -11
20150312, Arequipa , Camana, Huatiapa, 117.9, -45
20150313, Tumbes , Tumbes, El Tigre, 108.6, -61
20150313, Piura , Chira-Piura, El Ciruelo, 91.7, -63
20150313, Piura , Calvas-Maca, Pte. Interna, 29.0, -69
20150313, Piura , Piura, Sanchez, 0.0, -100
20150313, Piura , Piura, Pte. Nacara, 0.0, -100
20150313, La Libertad , Jequetepeque, Yonan, 36.6, -59
20150313, Lambayeque , Chan. Lamb., Racarumi, 40.7, -38
20150313, Lima , Cha. Huaral, Sto. Domingo, -, -
20150313, Lima , Chillon, Obrajillo, 10.9, -10
20150313, Lima , Rimac, Chosica, 39.2, -44
20150313, Lima , Mala, La Capilla, 43.8, -38
20150313, Lima , Canete, Socsi, -, -
20150313, Ica , Ica, Los Molinos, 9.6, -66
20150313, Arequipa , Ocona, Pte. Ocona, 207.2, -17
20150313, Arequipa , Camana, Huatiapa, 107.8, -47
20150313, Tumbes , Tumbes, El Tigre, 108.6, -61
20150313, Piura , Chira-Piura, El Ciruelo, 87.93, -65
20150313, Piura , Calvas-Maca, Pte. Interna, 29.0, -69
20150313, Piura , Piura, Sanchez, 0.0, -100
20150313, Piura , Piura, Pte. Nacara, 0.0, -100
20150313, La Libertad , Jequetepeque, Yonan, 36.5, -57
20150313, Lambayeque , Chan. Lamb., Racarumi, 40.7, -38
20150313, Lima , Cha. Huaral, Sto. Domingo, -, -
20150313, Lima , Chillon, Obrajillo, 10.62, -22
20150313, Lima , Rimac, Chosica, 41.02, -44
20150313, Lima , Mala, La Capilla, 43.8, -38
20150313, Lima , Canete, Socsi, -, -
20150313, Pisco, Letrayoc, -, -66
20150313, Arequipa , Ocona, Pte. Ocona, 239.19, 2
20150313, Arequipa , Camana, Huatiapa, 108.91, -42
20150314, Tumbes , Tumbes, El Tigre, 108.6, -61
20150314, Piura , Chira-Piura, El Ciruelo, 87.93, -65
20150314, Piura , Calvas-Maca, Pte. Interna, 29.0, -69
20150314, Piura , Piura, Sanchez, 0.0, -100
20150314, Piura , Piura, Pte. Nacara, 0.0, -100
20150314, La Libertad , Jequetepeque, Yonan, 36.5, -57
20150314, Lambayeque , Chan. Lamb., Racarumi, 40.7, -38
20150314, Lima , Cha. Huaral, Sto. Domingo, -, -
20150314, Lima , Chillon, Obrajillo, 10.62, -22
20150314, Lima , Rimac, Chosica, 41.02, -44
20150314, Lima , Mala, La Capilla, 43.8, -38
20150314, Lima , Canete, Socsi, -, -
20150314, Pisco, Letrayoc, -, -66
20150314, Arequipa , Ocona, Pte. Ocona, 239.19, 2
20150314, Arequipa , Camana, Huatiapa, 108.91, -42
20150315, Tumbes , Tumbes, El Tigre, 212.0, -44
20150315, Piura , Chira-Piura, El Ciruelo, 85.5, -67
20150315, Piura , Calvas-Maca, Pte. Interna, 29.0, -69
20150315, Piura , Piura, Sanchez, 0.0, -100
20150315, Piura , Piura, Pte. Nacara, 0.0, -100
20150315, La Libertad , Jequetepeque, Yonan, 50.8, -42
20150315, Lambayeque , Chan. Lamb., Racarumi, 57.9, -15
20150315, Lima , Cha. Huaral, Sto. Domingo, -, -
20150315, Lima , Chillon, Obrajillo, 10.8, -27
20150315, Lima , Rimac, Chosica, 40.4, -46
20150315, Lima , Mala, La Capilla, 43.8, -38
20150315, Lima , Canete, Socsi, -, -
20150315, Ica , Ica, Los Molinos, 15.3, -51
20150315, Arequipa , Ocona, Pte. Ocona, 235.0, -1
20150315, Arequipa , Camana, Huatiapa, 104.7, -38
20150316, Tumbes , Tumbes, El Tigre, 197.9, -48
20150316, Piura , Chira-Piura, El Ciruelo, 99.9, -62
20150316, Piura , Calvas-Maca, Pte. Interna, 44.0, -46
20150316, Piura , Piura, Sanchez, 0.0, -100
20150316, Piura , Piura, Pte. Nacara, 1.1, -99
20150316, La Libertad , Jequetepeque, Yonan, 53.7, -36
20150316, Lambayeque , Chan. Lamb., Racarumi, 72.7, 1
20150316, Lima , Cha. Huaral, Sto. Domingo, -, -
20150316, Lima , Chillon, Obrajillo, 11.7, -14
20150316, Lima , Rimac, Chosica, 39.0, -48
20150316, Lima , Mala, La Capilla, 45.8, -29
20150316, Lima , Canete, Socsi, -, -
20150316, Ica , Ica, Los Molinos, 21.6, -48
20150316, Arequipa , Ocona, Pte. Ocona, 229.4, -10
20150316, Arequipa , Camana, Huatiapa, 109.1, -36
20150317, Tumbes , Tumbes, El Tigre, 189.7, -48
20150317, Piura , Chira-Piura, El Ciruelo, 88.3, -67
20150317, Piura , Calvas-Maca, Pte. Interna, 44.0, -46
20150317, Piura , Piura, Sanchez, 0.0, -100
20150317, Piura , Piura, Pte. Nacara, 1.1, -99
20150317, La Libertad , Jequetepeque, Yonan, 68.7, -17
20150317, Lambayeque , Chan. Lamb., Racarumi, 141.7, 106
20150317, Lima , Cha. Huaral, Sto. Domingo, -, -
20150317, Lima , Chillon, Obrajillo, 12.3, -8
20150317, Lima , Rimac, Chosica, 49.3, -32
20150317, Lima , Mala, La Capilla, 56.6, -9
20150317, Lima , Canete, Socsi, -, -
20150317, Ica , Ica, Los Molinos, 22.8, -37
20150317, Arequipa , Ocona, Pte. Ocona, 232.3, -6
20150317, Arequipa , Camana, Huatiapa, 113.4, -31
20150318, Tumbes , Tumbes, El Tigre, 228.6, -41
20150318, Piura , Chira-Piura, El Ciruelo, 103.4, -61
20150318, Piura , Calvas-Maca, Pte. Interna, 88.0, 1
20150318, Piura , Piura, Sanchez, 0.0, -100
20150318, Piura , Piura, Pte. Nacara, 27.0, -81
20150318, La Libertad , Jequetepeque, Yonan, 211.8, 153
20150318, Lambayeque , Chan. Lamb., Racarumi, 151.4, 67
20150318, Lima , Cha. Huaral, Sto. Domingo, -, -
20150318, Lima , Chillon, Obrajillo, 12.7, -4
20150318, Lima , Rimac, Chosica, 55.0, -23
20150318, Lima , Mala, La Capilla, 64.0, 7
20150318, Lima , Canete, Socsi, -, -
20150318, Ica , Ica, Los Molinos, 24.1, -26
20150318, Arequipa , Ocona, Pte. Ocona, 271.3, 16
20150318, Arequipa , Camana, Huatiapa, 118.6, -34
20150319, Tumbes , Tumbes, El Tigre, 493.2, 41
20150319, Piura , Chira-Piura, El Ciruelo, 295.0, 10
20150319, Piura , Calvas-Maca, Pte. Interna, 265.0, 235
20150319, Piura , Piura, Sanchez, 0.0, -100
20150319, Piura , Piura, Pte. Nacara, 55.0, -58
20150319, La Libertad , Jequetepeque, Yonan, 352.2, 312
20150319, Lambayeque , Chan. Lamb., Racarumi, 224.0, 159
20150319, Lima , Cha. Huaral, Sto. Domingo, 37.5, -23
20150319, Lima , Chillon, Obrajillo, 14.5, 17
20150319, Lima , Rimac, Chosica, 61.9, -12
20150319, Lima , Mala, La Capilla, 70.9, 20
20150319, Lima , Canete, Socsi, -, -
20150319, Ica , Ica, Los Molinos, 22.2, -32
20150319, Arequipa , Ocona, Pte. Ocona, 244.2, 7
20150319, Arequipa , Camana, Huatiapa, 190.7, 2
20150320, Tumbes , Tumbes, El Tigre, 650.9, 92
20150320, Piura , Chira-Piura, El Ciruelo, 231.9, -19
20150320, Piura , Calvas-Maca, Pte. Interna, 112.0, 20
20150320, Piura , Piura, Sanchez, 0.0, -100
20150320, Piura , Piura, Pte. Nacara, 160.0, 0
20150320, La Libertad , Jequetepeque, Yonan, 240.9, 175
20150320, Lambayeque , Chan. Lamb., Racarumi, 202.7, 149
20150320, Lima , Cha. Huaral, Sto. Domingo, -, -
20150320, Lima , Chillon, Obrajillo, 15.6, 31
20150320, Lima , Rimac, Chosica, 79.3, 17
20150320, Lima , Mala, La Capilla, 68.7, 19
20150320, Lima , Canete, Socsi, -, -
20150320, Ica , Ica, Los Molinos, 25.3, -18
20150320, Arequipa , Ocona, Pte. Ocona, 234.8, -3
20150320, Arequipa , Camana, Huatiapa, 159.6, -13
20150321, Tumbes , Tumbes, El Tigre, 600.68, 86
20150321, Piura , Chira-Piura, El Ciruelo, 250.8, 0
20150321, Piura , Calvas-Maca, Pte. Interna, -, -
20150321, Piura , Piura, Sanchez, -, -
20150321, Piura , Piura, Pte. Nacara, 160.0, 0
20150321, La Libertad , Jequetepeque, Yonan, 240.9, 175
20150321, Lambayeque , Chan. Lamb., Racarumi, 202.7, 149
20150321, Lima , Cha. Huaral, Sto. Domingo, 68.4, 47
20150321, Lima , Chillon, Obrajillo, 16.8, 31
20150321, Lima , Rimac, Chosica, 82.2, 20
20150321, Lima , Mala, La Capilla, 68.7, 19
20150321, Lima , Canete, Socsi, -, -
20150321, Ica , Ica, Los Molinos, 25.3, -18
20150321, Arequipa , Ocona, Pte. Ocona, 234.8, -3
20150321, Arequipa , Camana, Huatiapa, 159.6, -13
20150322, Tumbes , Tumbes, El Tigre, 650.7, 86
20150322, Piura , Chira-Piura, El Ciruelo, 266.5, -10
20150322, Piura , Calvas-Maca, Pte. Interna, -, -
20150322, Piura , Piura, Sanchez, -, -
20150322, Piura , Piura, Pte. Nacara, 160.0, 0
20150322, La Libertad , Jequetepeque, Yonan, 411.6, 394
20150322, Lambayeque , Chan. Lamb., Racarumi, 202.7, 149
20150322, Lima , Cha. Huaral, Sto. Domingo, 68.4, 47
20150322, Lima , Chillon, Obrajillo, 17.9, 54
20150322, Lima , Rimac, Chosica, 85.7, 25
20150322, Lima , Mala, La Capilla, 68.7, 19
20150322, Lima , Canete, Socsi, -, -
20150322, Ica , Ica, Los Molinos, 25.3, -18
20150322, Arequipa , Ocona, Pte. Ocona, 256.3, -3
20150322, Arequipa , Camana, Huatiapa, 145.3, -22
20150323, Tumbes , Tumbes, El Tigre, 404.4, 13
20150323, Piura , Chira-Piura, El Ciruelo, 227.6, -24
20150323, Piura , Calvas-Maca, Pte. Interna, 107.0, 8
20150323, Piura , Piura, Sanchez, 374.0, 39
20150323, Piura , Piura, Pte. Nacara, 330.0, 147
20150323, La Libertad , Jequetepeque, Yonan, 392.3, 388
20150323, Lambayeque , Chan. Lamb., Racarumi, 320.1, 303
20150323, Lima , Cha. Huaral, Sto. Domingo, 62.6, 43
20150323, Lima , Chillon, Obrajillo, 17.0, 48
20150323, Lima , Rimac, Chosica, 88.0, 30
20150323, Lima , Mala, La Capilla, 95.8, 76
20150323, Lima , Canete, Socsi, -, -
20150323, Ica , Ica, Los Molinos, 67.3, 144
20150323, Arequipa , Ocona, Pte. Ocona, 245.2, 13
20150323, Arequipa , Camana, Huatiapa, 149.8, -22
20150324, Tumbes , Tumbes, El Tigre, 570.4, 56
20150324, Piura , Chira-Piura, El Ciruelo, 236.3, -26
20150324, Piura , Calvas-Maca, Pte. Interna, 107.0, 8
20150324, Piura , Piura, Sanchez, 374.0, 39
20150324, Piura , Piura, Pte. Nacara, 330.0, 147
20150324, La Libertad , Jequetepeque, Yonan, 324.8, 277
20150324, Lambayeque , Chan. Lamb., Racarumi, 217.6, 164
20150324, Lima , Cha. Huaral, Sto. Domingo, -, -
20150324, Lima , Chillon, Obrajillo, 17.1, 53
20150324, Lima , Rimac, Chosica, 87.6, 30
20150324, Lima , Mala, La Capilla, 105.9, 105
20150324, Lima , Canete, Socsi, -, -
20150324, Ica , Ica, Los Molinos, 70.7, 143
20150324, Arequipa , Ocona, Pte. Ocona, 231.0, 13
20150324, Arequipa , Camana, Huatiapa, 120.8, -39
20150325, Tumbes , Tumbes, El Tigre, 743.9, 119
20150325, Piura , Chira-Piura, El Ciruelo, 289.1, -13
20150325, Piura , Calvas-Maca, Pte. Interna, 203.0, 111
20150325, Piura , Piura, Sanchez, 503.6, 95
20150325, Piura , Piura, Pte. Nacara, 250.0, 93
20150325, La Libertad , Jequetepeque, Yonan, 308.9, 289
20150325, Lambayeque , Chan. Lamb., Racarumi, 225.2, 197
20150325, Lima , Cha. Huaral, Sto. Domingo, 71.9, 66
20150325, Lima , Chillon, Obrajillo, 17.7, 60
20150325, Lima , Rimac, Chosica, 86.0, 29
20150325, Lima , Mala, La Capilla, 110.3, 107
20150325, Lima , Canete, Socsi, -, -
20150325, Ica , Ica, Los Molinos, -, -
20150325, Arequipa , Ocona, Pte. Ocona, 225.5, 9
20150325, Arequipa , Camana, Huatiapa, 155.3, -19
20150326, Tumbes , Tumbes, El Tigre, 873.6, 119
20150326, Piura , Chira-Piura, El Ciruelo, 375.7, -13
20150326, Piura , Calvas-Maca, Pte. Interna, 203.0, 111
20150326, Piura , Piura, Sanchez, 441.45, 126
20150326, Piura , Piura, Pte. Nacara, 314.25, 139
20150326, La Libertad , Jequetepeque, Yonan, 277.38, 289
20150326, Lambayeque , Chan. Lamb., Racarumi, 225.2, 197
20150326, Lima , Cha. Huaral, Sto. Domingo, 54.4, 30
20150326, Lima , Chillon, Obrajillo, 16.6, 32
20150326, Lima , Rimac, Chosica, 82.3, 24
20150326, Lima , Mala, La Capilla, 105.9, 107
20150326, Lima , Canete, Socsi, -, -
20150326, Ica , Ica, Los Molinos, -, -
20150326, Arequipa , Ocona, Pte. Ocona, 215.8, 0
20150326, Arequipa , Camana, Huatiapa, 157.9, -4
20150327, Tumbes , Tumbes, El Tigre, 759.4, 101
20150327, Piura , Chira-Piura, El Ciruelo, 337.0, 16
20150327, Piura , Calvas-Maca, Pte. Interna, 225.0, 83
20150327, Piura , Piura, Sanchez, 576.0, 262
20150327, Piura , Piura, Pte. Nacara, 336.0, 165
20150327, La Libertad , Jequetepeque, Yonan, 249.8, 183
20150327, Lambayeque , Chan. Lamb., Racarumi, 197.5, 149
20150327, Lima , Cha. Huaral, Sto. Domingo, 54.4, 30
20150327, Lima , Chillon, Obrajillo, 13.8, 28
20150327, Lima , Rimac, Chosica, 69.2, 5
20150327, Lima , Mala, La Capilla, 92.6, 71
20150327, Lima , Canete, Socsi, -, -
20150327, Ica , Ica, Los Molinos, -, -
20150327, Arequipa , Ocona, Pte. Ocona, 202.7, -17
20150327, Arequipa , Camana, Huatiapa, 169.7, 1
20150328, Tumbes , Tumbes, El Tigre, 1225.3, 255
20150328, Piura , Chira-Piura, El Ciruelo, 337.0, 16
20150328, Piura , Calvas-Maca, Pte. Interna, 225.0, 83
20150328, Piura , Piura, Sanchez, 576.0, 262
20150328, Piura , Piura, Pte. Nacara, 336.0, 165
20150328, La Libertad , Jequetepeque, Yonan, 249.8, 183
20150328, Lambayeque , Chan. Lamb., Racarumi, 197.5, 149
20150328, Lima , Cha. Huaral, Sto. Domingo, 54.4, 30
20150328, Lima , Chillon, Obrajillo, 12.8, 17
20150328, Lima , Rimac, Chosica, 65.8, 5
20150328, Lima , Mala, La Capilla, 92.6, 71
20150328, Lima , Canete, Socsi, -, -
20150328, Ica , Ica, Los Molinos, -, -
20150328, Arequipa , Ocona, Pte. Ocona, 202.7, -17
20150328, Arequipa , Camana, Huatiapa, 164.55, -1
20150329, Tumbes , Tumbes, El Tigre, 1258.5, 214
20150329, Piura , Chira-Piura, El Ciruelo, 322.5, 10
20150329, Piura , Calvas-Maca, Pte. Interna, 225.0, 83
20150329, Piura , Piura, Sanchez, 576.0, 262
20150329, Piura , Piura, Pte. Nacara, 336.0, 165
20150329, La Libertad , Jequetepeque, Yonan, 196.4, 144
20150329, Lambayeque , Chan. Lamb., Racarumi, 137.6, 74
20150329, Lima , Cha. Huaral, Sto. Domingo, -, -
20150329, Lima , Chillon, Obrajillo, 12.1, 12
20150329, Lima , Rimac, Chosica, 57.9, -10
20150329, Lima , Mala, La Capilla, 92.6, 71
20150329, Lima , Canete, Socsi, -, -
20150329, Ica , Ica, Los Molinos, -, -
20150329, Arequipa , Ocona, Pte. Ocona, 147.1, -38
20150329, Arequipa , Camana, Huatiapa, 163.1, 5
20150330, Tumbes , Tumbes, El Tigre, 826.4, 127
20150330, Piura , Chira-Piura, El Ciruelo, 292.6, -8
20150330, Piura , Calvas-Maca, Pte. Interna, 163.0, 61
20150330, Piura , Piura, Sanchez, 441.4, 68
20150330, Piura , Piura, Pte. Nacara, 211.0, 49
20150330, La Libertad , Jequetepeque, Yonan, 186.8, 87
20150330, Lambayeque , Chan. Lamb., Racarumi, 103.5, 20
20150330, Lima , Cha. Huaral, Sto. Domingo, 32.6, -20
20150330, Lima , Chillon, Obrajillo, 11.7, 8
20150330, Lima , Rimac, Chosica, 53.6, -19
20150330, Lima , Mala, La Capilla, 49.7, -2
20150330, Lima , Canete, Socsi, -, -
20150330, Ica , Ica, Los Molinos, -, -
20150330, Arequipa , Ocona, Pte. Ocona, 129.8, -44
20150330, Arequipa , Camana, Huatiapa, 156.0, -5
20150331, Tumbes , Tumbes, El Tigre, 1001.6, 165
20150331, Piura , Chira-Piura, El Ciruelo, 328.6, 3
20150331, Piura , Calvas-Maca, Pte. Interna, 163.0, 61
20150331, Piura , Piura, Sanchez, 272.7, 23
20150331, Piura , Piura, Pte. Nacara, 332.0, 91
20150331, La Libertad , Jequetepeque, Yonan, 184.7, 69
20150331, Lambayeque , Chan. Lamb., Racarumi, 104.7, 22
20150331, Lima , Cha. Huaral, Sto. Domingo, 32.6, -20
20150331, Lima , Chillon, Obrajillo, 11.7, 8
20150331, Lima , Rimac, Chosica, 46.0, -30
20150331, Lima , Mala, La Capilla, 42.3, -17
20150331, Lima , Canete, Socsi, -, -
20150331, Ica , Ica, Los Molinos, -, -
20150331, Arequipa , Ocona, Pte. Ocona, 118.3, -49
20150331, Arequipa , Camana, Huatiapa, 143.5, -18
20150401, Tumbes , Tumbes, El Tigre, 914.0, 147
20150401, Piura , Chira-Piura, El Ciruelo, 345.2, 10
20150401, Piura , Calvas-Maca, Pte. Interna, 161.0, 69
20150401, Piura , Piura, Sanchez, 373.9, -1
20150401, Piura , Piura, Pte. Nacara, 248.0, 62
20150401, La Libertad , Jequetepeque, Yonan, 179.5, 91
20150401, Lambayeque , Chan. Lamb., Racarumi, 143.8, 77
20150401, Lima , Cha. Huaral, Sto. Domingo, 22.7, -43
20150401, Lima , Chillon, Obrajillo, 10.3, -6
20150401, Lima , Rimac, Chosica, 45.2, -32
20150401, Lima , Mala, La Capilla, 37.2, -27
20150401, Lima , Canete, Socsi, -, -
20150401, Ica , Ica, Los Molinos, -, -
20150401, Arequipa , Ocona, Pte. Ocona, 112.6, -46
20150401, Arequipa , Camana, Huatiapa, 138.9, -15
20150402, Tumbes , Tumbes, El Tigre, 659.1, 75
20150402, Piura , Chira-Piura, El Ciruelo, 260.8, -17
20150402, Piura , Calvas-Maca, Pte. Interna, 161.0, 69
20150402, Piura , Piura, Sanchez, 373.9, -1
20150402, Piura , Piura, Pte. Nacara, 248.0, 62
20150402, La Libertad , Jequetepeque, Yonan, 179.5, 91
20150402, Lambayeque , Chan. Lamb., Racarumi, 143.8, 77
20150402, Lima , Cha. Huaral, Sto. Domingo, 22.7, -43
20150402, Lima , Chillon, Obrajillo, 10.56, -2
20150402, Lima , Rimac, Chosica, 45.60, -29
20150402, Lima , Mala, La Capilla, 37.2, -27
20150402, Lima , Canete, Socsi, -, -
20150402, Ica , Ica, Los Molinos, -, -
20150402, Arequipa , Ocona, Pte. Ocona, 107.3, -50
20150402, Arequipa , Camana, Huatiapa, 138.9, -15
20150403, Tumbes , Tumbes, El Tigre, 610.8, 92
20150403, Piura , Chira-Piura, El Ciruelo, 234.9, -20
20150403, Piura , Calvas-Maca, Pte. Interna, 161.0, 69
20150403, Piura , Piura, Sanchez, 373.9, -1
20150403, Piura , Piura, Pte. Nacara, 248.0, 62
20150403, La Libertad , Jequetepeque, Yonan, 173.1, 102
20150403, Lambayeque , Chan. Lamb., Racarumi, 143.8, 77
20150403, Lima , Cha. Huaral, Sto. Domingo, 22.7, -43
20150403, Lima , Chillon, Obrajillo, 10.5, -3
20150403, Lima , Rimac, Chosica, 42.5, -32
20150403, Lima , Mala, La Capilla, 37.2, -27
20150403, Lima , Canete, Socsi, -, -
20150403, Ica , Ica, Los Molinos, -, -
20150403, Arequipa , Ocona, Pte. Ocona, 105.4, -46
20150403, Arequipa , Camana, Huatiapa, 141.0, -17
20150404, Tumbes , Tumbes, El Tigre, 610.8, 92
20150404, Piura , Chira-Piura, El Ciruelo, 209.7, -8
20150404, Piura , Calvas-Maca, Pte. Interna, 161.0, 69
20150404, Piura , Piura, Sanchez, 373.9, -1
20150404, Piura , Piura, Pte. Nacara, 248.0, 62
20150404, La Libertad , Jequetepeque, Yonan, 173.1, 102
20150404, Lambayeque , Chan. Lamb., Racarumi, 143.8, 77
20150404, Lima , Cha. Huaral, Sto. Domingo, 22.7, -43
20150404, Lima , Chillon, Obrajillo, 9.6, -13
20150404, Lima , Rimac, Chosica, 46.5, -23
20150404, Lima , Mala, La Capilla, 37.2, -27
20150404, Lima , Canete, Socsi, -, -
20150404, Ica , Ica, Los Molinos, -, -
20150404, Arequipa , Ocona, Pte. Ocona, 107.6, -46
20150404, Arequipa , Camana, Huatiapa, 138.9, -18
20150405, Tumbes , Tumbes, El Tigre, 583.4, 64
20150405, Piura , Chira-Piura, El Ciruelo, 238.5, -5
20150405, Piura , Calvas-Maca, Pte. Interna, 161.0, 69
20150405, Piura , Piura, Sanchez, 373.9, -1
20150405, Piura , Piura, Pte. Nacara, 248.0, 62
20150405, La Libertad , Jequetepeque, Yonan, 145.7, 87
20150405, Lambayeque , Chan. Lamb., Racarumi, 143.8, 77
20150405, Lima , Cha. Huaral, Sto. Domingo, -, -
20150405, Lima , Chillon, Obrajillo, 11.2, 11
20150405, Lima , Rimac, Chosica, 54.8, -7
20150405, Lima , Mala, La Capilla, 37.2, -27
20150405, Lima , Canete, Socsi, -, -
20150405, Ica , Ica, Los Molinos, -, -
20150405, Arequipa , Ocona, Pte. Ocona, 104.8, -45
20150405, Arequipa , Camana, Huatiapa, 90.6, -42
20150406, Tumbes , Tumbes, El Tigre, 583.4, 64
20150406, Piura , Chira-Piura, El Ciruelo, 238.5, -5
20150406, Piura , Calvas-Maca, Pte. Interna, 161.0, 69
20150406, Piura , Piura, Sanchez, 373.9, -1
20150406, Piura , Piura, Pte. Nacara, 248.0, 62
20150406, La Libertad , Jequetepeque, Yonan, 145.7, 87
20150406, Lambayeque , Chan. Lamb., Racarumi, 143.8, 77
20150406, Lima , Cha. Huaral, Sto. Domingo, -, -
20150406, Lima , Chillon, Obrajillo, 10.9, 11
20150406, Lima , Rimac, Chosica, 53.3, -10
20150406, Lima , Mala, La Capilla, 37.2, -27
20150406, Lima , Canete, Socsi, -, -
20150406, Ica , Ica, Los Molinos, -, -
20150406, Arequipa , Ocona, Pte. Ocona, 104.8, -45
20150406, Arequipa , Camana, Huatiapa, 87.9, -38
20150407, Tumbes , Tumbes, El Tigre, 363.2, 14
20150407, Piura , Chira-Piura, El Ciruelo, 185.0, -28
20150407, Piura , Calvas-Maca, Pte. Interna, 57.0, -42
20150407, Piura , Piura, Sanchez, 254.5, 31
20150407, Piura , Piura, Pte. Nacara, 126.0, -16
20150407, La Libertad , Jequetepeque, Yonan, 120.1, 68
20150407, Lambayeque , Chan. Lamb., Racarumi, 122.2, 49
20150407, Lima , Cha. Huaral, Sto. Domingo, 29.8, -11
20150407, Lima , Chillon, Obrajillo, 10.8, 10
20150407, Lima , Rimac, Chosica, 49.5, -16
20150407, Lima , Mala, La Capilla, 43.3, 1
20150407, Lima , Canete, Socsi, -, -
20150407, Ica , Ica, Los Molinos, -, -
20150407, Arequipa , Ocona, Pte. Ocona, 101.4, -46
20150407, Arequipa , Camana, Huatiapa, 87.3, -39
20150409, Tumbes , Tumbes, El Tigre, 272.6, -5
20150409, Piura , Chira-Piura, El Ciruelo, 170.1, -41
20150409, Piura , Calvas-Maca, Pte. Interna, 51.0, -56
20150409, Piura , Piura, Sanchez, 144.5, -64
20150409, Piura , Piura, Pte. Nacara, 89.0, -14
20150409, La Libertad , Jequetepeque, Yonan, 104.6, 29
20150409, Lambayeque , Chan. Lamb., Racarumi, 113.8, 44
20150409, Lima , Cha. Huaral, S. Domingo, 24.6, -24
20150409, Lima , Chillon, Obrajillo, 11.1, 18
20150409, Lima , Rimac, Chosica, 49.3, -16
20150409, Lima , Mala, La Capilla, 36.9, -1
20150409, Lima , Canete, Socsi, -, -
20150409, Ica , Ica, Los Molinos, -, -
20150409, Arequipa , Ocona, Pte. Ocona, 104.2, -44
20150409, Arequipa , Camana, Huatiapa, 106.1, -17
20150410, Tumbes , Tumbes, El Tigre, 227.42, -24
20150410, Piura , Chira-Piura, El Ciruelo, 158.10, -41
20150410, Piura , Calvas-Maca, Pte. Interna, 51.0, -56
20150410, Piura , Piura, Sanchez, 144.5, -64
20150410, Piura , Piura, Pte. Nacara, 89.0, -14
20150410, La Libertad , Jequetepeque, Yonan, 88.1, 12
20150410, Lambayeque , Chan. Lamb., Racarumi, 113.8, 44
20150410, Lima , Cha. Huaral, S. Domingo, 24.6, -24
20150410, Lima , Chillon, Obrajillo, 11.7, 29
20150410, Lima , Rimac, Chosica, 47.8, -19
20150410, Lima , Mala, La Capilla, 36.9, -1
20150410, Lima , Canete, Socsi, -, -
20150410, Ica , Ica, Los Molinos, -, -
20150410, Arequipa , Ocona, Pte. Ocona, 104.2, -44
20150410, Arequipa , Camana, Huatiapa, 106.1, -17
20150411, Tumbes , Tumbes, El Tigre, 232.62, -20
20150411, Piura , Chira-Piura, El Ciruelo, 158.10, -41
20150411, Piura , Calvas-Maca, Pte. Interna, 51.0, -56
20150411, Piura , Piura, Sanchez, 144.5, -64
20150411, Piura , Piura, Pte. Nacara, 89.0, -14
20150411, La Libertad , Jequetepeque, Yonan, 88.1, 12
20150411, Lambayeque , Chan. Lamb., Racarumi, 113.8, 44
20150411, Lima , Cha. Huaral, S. Domingo, 26.5, -26
20150411, Lima , Chillon, Obrajillo, 11.9, 32
20150411, Lima , Rimac, Chosica, 45.7, -22
20150411, Lima , Mala, La Capilla, 36.9, -1
20150411, Lima , Canete, Socsi, -, -
20150411, Ica , Ica, Los Molinos, -, -
20150411, Arequipa , Ocona, Pte. Ocona, 104.2, -44
20150411, Arequipa , Camana, Huatiapa, 106.1, -17
20150412, Tumbes , Tumbes, El Tigre, 232.62, -20
20150412, Piura , Chira-Piura, El Ciruelo, 158.10, -41
20150412, Piura , Calvas-Maca, Pte. Interna, 51.0, -56
20150412, Piura , Piura, Sanchez, 144.5, -64
20150412, Piura , Piura, Pte. Nacara, 89.0, -14
20150412, La Libertad , Jequetepeque, Yonan, 88.1, 12
20150412, Lambayeque , Chan. Lamb., Racarumi, 113.8, 44
20150412, Lima , Cha. Huaral, S. Domingo, 26.5, -26
20150412, Lima , Chillon, Obrajillo, 10.8, 31
20150412, Lima , Rimac, Chosica, 44.2, -21
20150412, Lima , Mala, La Capilla, 36.9, -1
20150412, Lima , Canete, Socsi, -, -
20150412, Ica , Ica, Los Molinos, -, -
20150412, Arequipa , Ocona, Pte. Ocona, 104.2, -44
20150412, Arequipa , Camana, Huatiapa, 106.1, -17
20150413, Tumbes , Tumbes, El Tigre, 200.6, -26
20150413, Piura , Chira-Piura, El Ciruelo, 155.6, -43
20150413, Piura , Calvas-Maca, Pte. Interna, 40.0, -60
